,title,content
1388,行长 落马 首场 业绩 交流会 零售 之王,25 近期 备受 市场 关注 零售 之王 线上 一季度 业绩 交流会 在此之前 任近 九年 行长 田惠宇于 18 董事会 免职 后于 22 官宣 调查 18 招行 股价 累计 跌去 17% 种种 担忧 扑面 对此 招行 常务 副行长 主持 工作 王良 会上 透露 全行 各项 业务 平稳 发展 各项 经营 管理 状态 王良 特别强调 三个 五个 始终 招行 特色 优势 董事会 管理层 长期 坚持下去 招行 战略 清晰 坚定 一步 管理层 坚定不移 做好 战略 实施 战略 执行 偏移 动摇 数据 一季度 该行 营业 收入 919.9 同比 增长 8.5% 净利润 同比 增长 12.5% 360 经营 业绩 表现 平稳 坚定不移 做好 战略 实施 掌舵 招行 期间 田惠宇 留下 深刻 印象 落马 充满 疑虑 忧心 招行 发展 思路 变动 对此 王良 透露 18 董事会 主持 招行 工作 授权 代行 行长 职责 确保全 业务 队伍 稳定 一周 齐心协力 各项 业务 平稳 发展 经营 管理 王良 作出 第一点 表态 三个 五个 始终 招行 特色 优势 董事会 管理层 长期 坚持下去 五个 始终 始终 两个 一以贯之 始终 市场化 专业化 道路 始终 创新 驱动 发展 始终 差异化 发展 战略 始终 稳健 审慎 风险管理 理念 五个 始终 是因为 始终保持 董事会 领导 行长 负责制 市场化 激励 约束 机制 干部队伍 人才 稳定性 三个 我行 治理 机制 董事会 高度负责 态度 全行 稳定 连续 新任 行长 作出 慎重 选择 王良称 王良 招行 2004 确立 零售 银行 业务 发展 战略 2014 提出 轻型 银行 战略 去年 提出 财富 管理 价值 循环 核心 3.0 经营 模式 一脉相承 与时俱进 零售 银行 战略 基础 提升 深化 零售 银行业务 我行 压舱 业务 半壁江山 无论是 规模 收入 利润 品牌 带来 贡献 零售 银行业务 肯定 坚定不移 王良 去年初 招行 制定 五年 发展 规划 提出 创新 驱动 模式 领先 特色 鲜明 最佳 价值 创造 银行 去年 实施 成效 王良 一步 管理层 坚定不移 做好 战略 实施 战略 执行 偏移 动摇 财富 管理 时代 塑造 竞争 优势 招行 财富 管理 元年 一年 该行 财富 管理 收入 521.3 同比 增长 33.9% 全行 营收 贡献 接近 16% 田惠宇 离去 财富 管理 何去何从 招行 愈加 拥挤 赛道 零售 业务 财富 管理 业务 优势 招行 行长 助理 钟德胜 透露 3.0 模式 打造 核心 招行 推进 财富 管理 时代 零售 业务 核心 能力 建设 一是 加快 构建 客户 中心 资产 配置 专业 能力 对内 引导 产品销售 客户 中心 资产 配置 经营方式 对外 客户 风险 收益 偏好 差异化 资产 配置 二是 构建 投商 私科 一体化 服务 模式 强化 招行 私人 银行业务 优势 模式 源自 招行 私人 银行 客群 洞察 70% 私行 客户 身份 企业家 董监 财富 管理 需求 客户 个性化 需求 整合 投行 商行 私行 科技 优势 一体化 服务 竞争 优势 钟德胜称 三是 渠道 升级 构建 数字化 服务 模式 传统 四大 渠道 数字化 方式 赋予 专业化 服务 内涵 渠道 协同 构建 招行 财富 管理 时代 渠道 优势 特色 四是 APP 开放平台 建设 财富 管理 布局 招行 财富 管理 平台 拥有 经营 能力 加大 开放 力度 合作 机构 提供 更全 品类 专业 服务 五是 开放 融合 全行 组织 效能 协同 效能 发挥 钟德胜 零售 业务 战略 制定 实施 过程 招行 积累 打造 零售 业务 体系化 优势 这是 底气 基础 推进 多项 核心 能力 建设 招行 财富 管理 时代 塑造 竞争 优势 充满信心 信心 非息 收入 增长 去年 基数 事实上 招行 非息 收入 增长 带来 不小 压力 一季度 招行 利息收入 375.3 同比 增长 6.5% 弱于 行营 增幅 疫情 资本 市场 波动 一季度 招行 财富 管理 中收 同比 减少 11% 结构 代销 信托 收入 同比 下降 70% 招行 财务会计 负责人 销售 面临 不利 形势 该行 销售 市场份额 稳步 提升 综合 竞争能力 并未 挑战 该行 理财 保险 代销 收入 同比 大幅 抵补 两项 业务 财富 管理 综合 配置 能力 应对 市场 波动 数据 月末 招行 零售 AUM 管理 客户 资产 11.34 万亿元 年初 增长 5.4% 金葵花 客户 AUM 同期 增幅 4.7% 零售 AUM 增量 70% 私行 户均 AUM 升至 2800 体系化 优势 依然 客户 信赖 后续 资本 市场 触底 反弹 销售业务 有望 回升 前述 负责人 财富 管理 业务 一季度 招行 财富 管理 板块 资管 业务 托管 业务 增长 资产 管理 手续费 佣金 收入 同比 增长 47.6% 托管 业务收入 同比 增长 11.3% 托管 资产 余额 一度 突破 20 万亿元 下一阶段 非息 业务 拓展 重点 负责人 除大 财富 管理 板块 三个 一是 重点 侧重 融合 获客 包括 零售 加大 信用卡 借记卡 融合 获客 公私 融合 获客 加大 投商 私科 一体化 经营 二是 对公 业务 几年 加大 上化 整体 布局 交易 银行 跨境 金融业务 市场 形势 情况 下会 稳定增长 基础 三是 集团 综合化 经营 提升 子公司 综合 贡献 一季度 非息 收入 增长速度 同比 下降 未来 形势 不容乐观 体系化 安排 持续 打造 综合 竞争 实力 信心 非息 收入 财富 管理 业务 增长 前述 负责人 涉房 业务 风险 总体 可控 资产 质量 一季度 招行 进一步 不良 认定 暴露 风险 逾期 90 贷款 不良贷款 比值 年初 69% 降至 58% 此基础 该行 不良贷款 结束 此前 连降 一季度 罕见 双升 不良贷款 率较 年初 升高 0.03 百分点 0.94% 整体 该行 不良贷款 增加 体现 两大 重点 领域 一是 房地产 客户 风险 一季度 全行 房地产业 不良贷款 余额 骤增 90% 94 二是 逾期 认定 调整 政策 执行 逾期 60 下调 不良 政策 叠加 疫情 信用卡 生成 不良 同比增加 16 房地产 业务 风险 暴露 招行 副行长 朱江涛 年初 该行 房地产 行业 风险 判断 变化 全行 风险 配套 策略 改变 房地产 准入 招行 实行 总分 两级 战略 客户名单 管理 集团 层面 实行 统一 闸口 限额 管理 审批 流程 该行 承担 信用风险 表内 资产 审批 招行 分级 授权 原则 双签 联签 审贷会 分道 审批 最终 行长 一票否决权 该行 承担 信用风险 投融资 审批 给予 内嵌 风险 团队 授权 超出 授权 报投 委会 审批 行长 一票否决权 代销 业务 一律 代销 委员会 审批 朱江涛 透露 招行 房地产 业务 拨备 比例 升至 10% 一季度 业务 生成 不良 两三家 房企 年初 预判 判断 房地产 风险 趋势 密切相关 总体 可控 后续 年内 概率 行业 整体 风险 暴露 会见 朱江涛 信用卡 领域 不良 暴露 朱江涛 一季度 不良 生成 因素 后续 信用卡 风险 早期 指标 如入 催率 M1 M3 迁率 回收率 波动 比较稳定 判断 信用卡 不良 生成 月度 峰值 月份 高点 月份 不良 生成 率会 低于 2020 朱江涛 预计 谈及 对国 常会 鼓励 有序 降低 拨备 朱江涛 政策 旨在 增强 银行信贷 投放 能力 降低 综合 融资 成本 意味着 放松 银行 严守 风险 底线 数据 一季度 招行 计提 信用 减值 损失 215 同比 增长 4.8% 后续 一贯 审慎 稳健 拨备 计提 政策 减少 减值 损失 释放 利润 朱江涛
1389,H股 再度 暴跌 招行 管理层 喊话 三个 放心,受田 惠宇 调查 管理层 更迭 因素 近日来 股价 H股 大幅 下跌 25 开盘 大跌 收盘 报收 38.83 下跌 8.64% 报收 46.70 港元 下跌 10.28% 现身 股通 十大 成交 活跃股 成交 卖出 2.75 众多 机构 重仓股 一举一动 引发 市场 关注 机构 人士 透露 近期 该行 管理层 变动 招行 关系 部门 压力 倍增 近日 更是 机构 一对一 深度 沟通 北向 资金 上周 撤离 迹象 18 市场 田惠宇 调查 22 日官 深港 持股数 大减 6351 万股 管理层 更迭 这家 零售 明星 银行 财富 管理 战略 动摇 未来 招行 还会 零售 优势 历经 风波 招行 稳定人心 稳定 市场 近日 季报 业绩 发布会 常务 副行长 主持 工作 王良 三个 市场 放心 一是 董事会 领导 行长 负责制 二是 市场化 激励 约束 机制 三是 干部队伍 人才 稳定性 25 股价 走势图 高管 变动 招行 经营 战略 市场 关心 莫过于 高管 变动 招行 带来 经营 战略 思路 国泰君安 证券 香港 银行业 分析师 曹柱 田惠宇 突发 卸任 招行 行长 职务 未来 整体 管理 能力 业务 方向 业务 发展 战略 执行 能力 引发 市场 担忧 引发 市场 业绩 发展前景 担忧 关心 未来 战略 发生 动摇 调整 变化 王良 零售 银行业务 招行 压舱 无论是 规模 收入 利润 品牌 带来 巨大贡献 仍会 坚定不移 零售 银行 战略 王良 招行 战略 清晰 2004 确立 零售 银行 发展 战略 提出 轻型 银行 去年 提出 财富 价值 循环 一脉相承 与时俱进 零售 银行 基础 提升 进化 得益于 财富 管理 战略 息差 收窄 压力 之下 招行 非息 收入 增速 拉动 营收 引擎 一季度 招行 非息 收入 增速 下降 利息 净收入 375.26 同比 增长 6.53% 营业 收入 40.79% 调整结构 提高 零售 业务收入 利润 稳定 更弱 周期 长远 王良 财富 管理 优势 零售 转型 领头羊 未来 招行 财富 管理 优势 王良 喊话 之外 招行 行长 助理 钟德胜 招行 四方面 入手 财富 管理 优势 一是 加快 构建 客户 中心 资产 配置 专业 能力 二是 构建 投商 私科 一体化 服务 模式 进一步 强化 招行 私人 银行 领域 优势 构建 数字化 渠道 服务 优势 四是 加大 开放平台 MAU 活跃 人数 AUM 资产 管理 规模 转化 季报 招行 AUM 客户 基础 增长 一季度 管理 零售 客户 总资产 AUM 余额 11.34 万亿元 年末 增长 5.39% 同比 增长 18.18% 增长 态势 招行 非息 收入 财富 管理 收入 下滑 季报 其非息 收入 同比 增长 6.53% 同比 增速 下滑 14.23% 一季度 财富 管理 手续费 佣金 收入 104.29 资本 市场 低迷 同比 减少 11.11% 业绩 发布会 王良 坦言 开年以来 资本 市场 遭遇 波动 基金业 代理 销售 发行 很大 困难 代销 收入 带来 下行 压力 招行 财富 管理 业务 韧性 季报 资产 管理 手续费 佣金 收入 32.49 同比 增长 47.55% 子公司 招银 理财 理财产品 管理费 收入 招商 管理费 收入 增长 托管 收入 16.33 同比 增长 11.32% 托管 业务 规模 增长 结构 优化 业绩 几何 此前 得益于 管理 团队 稳定 零售 转型 招行 资产 规模 全国性 股份制 银行 备受 青睐 长远 高管 变动 业绩 分析师 短期 招行 股价 短期内 略有 波动 记者 统计 19 连续 10 研报 评级 买入 变为 股价 流动性 宏观经济 预期 突发性 事件 短期 股价 走势 招行 行长 变动 导致 股价 短期 波动 加大 安信 证券 银行业 分析师 李双称 分析师 招行 长期 发展 仍持 乐观 态度 高管 变动 改变 核心 优势 核心 竞争 优势 无数 招行 员工 共同奋斗 离开 发生 改变 事实证明 招行 两次 行长 变更 阻碍 继续前进 步伐 李双 中长期 股价 基本面 因素 预计 招行 核心 竞争力 发生变化 中长期 投资 价值 凸显 国信 证券 分析师 田维韦 20 多年 沉淀 招行 管理机制 组织 文化 人才队伍 培养 建设 比较完善 品牌 客户 产品 渠道 建立 成熟 专业 体系 管理层 变动 改大 财富 管理 长期 逻辑 中信证券 分析师 肖雯雯 招行 一季度 财富 管理 业务收入 增长 放缓 基数 背景 体现 较强 韧性 预计 后续 季度 营收 增长 恢复 财务 确定性
1390,股价 罕见 跌超 8% 招行 常务 副行长 王良 未来 充满信心,25 股价 低开 盘中 大跌 8% 收盘 股价 报收 38.83 股价 下挫 今日 上午 一季度 业绩 沟通 会上 常务 副行长 王良 股价 近期 波动 下行 感到 着急 沟通交流 招行 奠定 强大 发展 基础 招行 未来 依然 充满信心 招行 披露 一季度 财务报告 一季度 净利润 360.22 同比 增长 12.52% 多家 券商 近期 发布 研报 频频 发声 看好 招行 中长期 投资 价值 股价 领跌 银行 25 股价 领跌 银行 跌破 40 大关 收盘 跌幅 收窄 8.64% 38.83 事实上 股价 本轮 下跌 18 开启 当日 收跌 7.35% 一路 下行 浙江大学 国际 联合 商学院 数字 经济 金融 创新 研究 中心 联席 主任 研究员 盘和林 证券日报 记者 招行 这一波 跌幅 较大 市场 担心 两个 负面 消息 招行 未来 业绩 坏账 中国证券业协会 首席 经济学家 委员会 委员 杨德龙 证券日报 记者 今日 上证指数 跌破 3000 内外部 利空 因素 依然 消除 外部环境 首要 利空 因素 美联储 加息 节奏 加快 国内 因素 近期 多地 爆发 疫情 疫情 防控 措施 加码 今日 上午 举办 一季度 业绩 交流会 常务 副行长 王良 回答 投资人 股价 招行 股价 上周 波动 下行 着急 沟通交流 王良 招行 未来 充满信心 招行 奠定 强大 发展 基础 包括 业务 基础 客户 基础 管理 基础 支撑 长远 会议 王良 招行 去年 制定 五年 发展 规划 未来 坚定不移 执行 招行 战略 取得成功 一步 坚定不移 做好 战略 实施 战略 执行 偏移 动摇 王良称 招行 构建 分析师 誉为 堡垒 资产 负债表 稳固 长远 值得 放心 包括 盈利 能力 收入 结构 资本 充足率 流动性 覆盖率 风险 弥补 能力 招行 数据 放心 机构 看好 中长期 投资 价值 近期 招行 公布 第一季度 财务报告 报告 一季度 招行 营业 收入 919.9 同比 增长 8.54% 归属于 股东 净利润 360.22 同比 增长 12.52% 利息收入 544.64 同比 增长 9.97% 利息 净收入 375.26 同比 增长 6.53% 招行 一季度 不良贷款 双升 报告 期末 招行 不良贷款 余额 541.38 年末 增加 32.76 不良贷款 0.94% 年末 0.03 百分点 拨备 覆盖率 462.68% 年末 下降 21.19 百分点 贷款 拨备 4.35% 年末 下降 0.07 百分点 安信 证券 季报 亮点 息差 环比 改善 零售 客群 质量 提升 不足之处 财富 管理 业务 增速 放缓 资产 质量 波动 加大 叠加 行长 变动 股价 短期 波动 加大 中长期 股价 基本面 因素 预计 招行 核心 竞争力 发生变化 中长期 投资 价值 凸显 平安 证券 短期 波动 不改 长期 配置 价值 招行 一季度 盈利 资产 质量 承受 压力 叠加 管理层 调整 短期 波动 时间 消化 长期 视角 招行 零售 端的 竞争 优势 依然 稳固 国内 财富 管理 市场 长期 趋势 短期 波动 发生 招行 国内 财富 管理 龙头 长期 配置 价值 依旧 光大 证券 近期 领导层 人事变动 消息 引致 股价 阶段性 承压 短期 事件 冲击 战略 定力 稳健 经营 预期 3.0 模式 经营 银行 资产 负债表 经营 客户 资产 负债表 聚焦 客户 价值 创造 提升 经营 绩效 有望 进一步 打开 未来 盈利 增长 空间
1391,东兴 证券 给予 强烈推荐 评级 目标 价格 55.1,每经 AI 快讯 东兴 证券 04 25 发布 报称 给予 600036 SH 最新 38.83 强烈推荐 评级 目标 价格 55.1 评级 理由 包括 Q1 财务 表现 符合 预期 盈利 增速 上年 放缓 规模 扩张 去年同期 放缓 负债 成本 极致 优化 息差 表现 亮眼 非息 收入 同比 增速 下滑 6.5% 风险 暴露 资产 拨备 计提 平稳 风险 提示 疫情 反复 经济 失速 下行 导致 资产 质量 恶化 房地产 相关 政策 预期 变动 AI 点评 一个月 13 券商 研报 关注 买入 增持 强烈推荐 平均 目标价 63.88 最新 38.83 相比 25.05 目标 均价 涨幅 64.52%
1393,大宗 交易 总成交 金额 947.46,25 大宗 交易平台 发生 成交 合计 成交量 24.40 万股 成交 金额 947.46 成交 价格 38.83 参与 大宗 交易 营业部 机构 专用 席位 成交 买方 卖方 营业部 合计 成交 金额 745.54 进一步 统计 累计 发生 37 大宗 交易 合计 成交 金额 5.61 证券时报 数据 统计 今日 收盘价 38.83 下跌 8.64% 换手率 1.15% 93.68 全天 主力 资金 流出 9.71 日该 累计 下跌 10.51% 资金 合计 流出 22.08 两融 数据 该股 最新 融资 余额 73.00 增加 13.20 增幅 22.08% 北向 资金 动态 股通 最新 持有 该股 16.24 亿股 减少 6351.43 万股 降幅 3.76% 数据 25 大宗 交易 一览
1394,北向 资金 流出 大幅 卖出 24 逆势,25 大盘 全天 低开 三大 指数 5% 指跌 5.13% 位于 3000 下方 2020 中旬 新低 深成指 6.08% 创业板 指跌 5.56% 板块 银行 证券 板块 跌幅 互联网 电商 数字 货币 游戏 稀土 光刻胶 板块 跌幅 居前 越声 理财 市场 非理性 跌破 3000 点后 市场 有望 迎来 不破不立 修复 非理性 杀跌 持续时间 北向 资金 转为 流出 21 投资 智能 监测 北向 资金 全天 卖出 43.97 内部 分化 股通净 卖出 48.47 深股 通净 买入 4.5 十大 活跃 五粮液 恒瑞医药 获净 卖出 24.12 7.22 5.72 恩捷 股份 买入 居首 金额 4.31 声明 文章内容 仅供参考 投资 建议 操作 风险 自担
1395,招行 行长 更替 常务 副行长 首次 表态,25 上午 招行 该行 季报 业绩 沟通 招行 行长 田惠宇 招行 管理层 首次 公开 亮相 业绩 发布会 常务 副行长 主持 工作 王良 招行 实行 董事会 领导 行长 负责制 董事会 招行 高度负责 态度 招行 稳定 连续 新任 行长 作出 慎重 选择 王良 18 董事会 董事会 研究 主持 工作 授权 代行 行长 职责 确保 业务 队伍 稳定 一周 管理层 齐心协力 团结 带领 全行 员工 克服困难 各项 业务 平稳 发展 各项 业务 经营 管理 成立 35 年来 业绩 一是 得益于 改革开放 二是 得益于 身处 深圳经济特区 成立 建立 市场化 体制 机制 三个 五个 始终 成功 密码 特色 优势 董事会 管理层 长期 坚持下去 三个 董事会 领导 行长 负责制 市场化 激励 约束 机制 干部队伍 人才 稳定性 五个 始终 始终 两个 一以贯之 始终 市场化 专业化 道路 始终 创新 驱动 发展 始终 差异化 发展 战略 始终 稳健 审慎 风险管理 理念 关心 未来 战略 发生 动摇 调整 变化 王良 招行 战略 清晰 坚定 战略 2004 确立 零售 银行 业务 发展 战略 2014 提出 轻型 银行 战略 去年 提出 财富 管理 价值 循环 核心 3.0 经营 模式 一脉相承 与时俱进 零售 银行 战略 基础 提升 深化 零售 银行业务 招行 压舱 半壁江山 无论是 规模 收入 利润 品牌 带来 巨大贡献 零售 银行业务 肯定 坚定不移 招行 去年 制定 五年 发展 规划 未来 五年 发展 规划 全行 论证 研究 报请 董事会 审议 坚定不移 执行 五年 发展 规划 招行 制定 战略 顺应 时代 客户 顺应 金融 科技 发展 趋势 未来 银行业 发展趋势 作出 正确 判断 去年 实施 成效 认可 全行 高度 认同 一步 招行 管理层 坚定不移 做好 战略 实施 战略 执行 偏移 动摇 体会 王良 股东 员工 客户 社会 责任 招行 践行 职责 管理层 身上 责任 王良 并称 招行 50 多万 超过 万家 机构 股东 创造 价值 招行 股东 10 万名 招行 员工 10 万名 员工 背后 10 万个 家庭 寄托 10 万个 家庭 希望 寄托 未来 10 万名 员工 负责 社会 履行 社会 责任 商业 向善 践行 ESG 理念 客户 1.76 零售 客户 230 客户 客户 资金 委托 打理 饱含 招行 信任
1397,大宗 交易 成交 947.45 成交 均价 38.83,25 发生 大宗 交易 总成交 24.4 万股 成交 金额 947.45 成交 均价 38.83 当日 收盘 报价 38.83 跌幅 8.64% 成交 金额 93.68 大宗 交易 成交 金额 当日 成交 金额 0.10% 成交价 收盘价 持平 大宗 交易 明细 25 瑞茂通 诚信 东兴 证券 亿纬锂 恒通 股份 发生 大宗 交易 具体情况 两市 大宗 交易 一览 04 25 当日 成交 金额 竞价 交易 成交 金额 包括 大宗 交易 成交 免责 声明 本文 数据 生产 仅供参考 投资 建议 操作 风险 自担
1399,北向 资金 卖出 43.97 卖出 24.12,北向 资金 今日 卖出 43.97 五粮液 恒瑞医药 获净 卖出 24.12 7.22 5.72 恩捷 股份 买入 居首 金额 4.31
1401,招行 行长 更替 常务 副行长 王良 首次 表态 董事会,25 上午 招行 该行 季报 业绩 沟通 招行 行长 田惠宇 招行 管理层 首次 公开 亮相 业绩 发布会 常务 副行长 主持 工作 王良 招行 实行 董事会 领导 行长 负责制 董事会 招行 高度负责 态度 招行 稳定 连续 新任 行长 作出 慎重 选择 王良 18 董事会 董事会 研究 主持 工作 授权 代行 行长 职责 确保 业务 队伍 稳定 一周 管理层 齐心协力 团结 带领 全行 员工 克服困难 各项 业务 平稳 发展 各项 业务 经营 管理 成立 35 年来 业绩 一是 得益于 改革开放 二是 得益于 身处 深圳经济特区 成立 建立 市场化 体制 机制 三个 五个 始终 成功 密码 特色 优势 董事会 管理层 长期 坚持下去 三个 董事会 领导 行长 负责制 市场化 激励 约束 机制 干部队伍 人才 稳定性 五个 始终 始终 两个 一以贯之 始终 市场化 专业化 道路 始终 创新 驱动 发展 始终 差异化 发展 战略 始终 稳健 审慎 风险管理 理念 关心 未来 战略 发生 动摇 调整 变化 王良 招行 战略 清晰 坚定 战略 2004 确立 零售 银行 业务 发展 战略 2014 提出 轻型 银行 战略 去年 提出 财富 管理 价值 循环 核心 3.0 经营 模式 一脉相承 与时俱进 零售 银行 战略 基础 提升 深化 零售 银行业务 招行 压舱 半壁江山 无论是 规模 收入 利润 品牌 带来 巨大贡献 零售 银行业务 肯定 坚定不移 招行 去年 制定 五年 发展 规划 未来 五年 发展 规划 全行 论证 研究 报请 董事会 审议 坚定不移 执行 五年 发展 规划 招行 制定 战略 顺应 时代 客户 顺应 金融 科技 发展 趋势 未来 银行业 发展趋势 作出 正确 判断 去年 实施 成效 认可 全行 高度 认同 一步 招行 管理层 坚定不移 做好 战略 实施 战略 执行 偏移 动摇 体会 王良 股东 员工 客户 社会 责任 招行 践行 职责 管理层 身上 责任 王良 并称 招行 50 多万 超过 万家 机构 股东 创造 价值 招行 股东 10 万名 招行 员工 10 万名 员工 背后 10 万个 家庭 寄托 10 万个 家庭 希望 寄托 未来 10 万名 员工 负责 社会 履行 社会 责任 商业 向善 践行 ESG 理念 客户 1.76 零售 客户 230 客户 客户 资金 委托 打理 饱含 招行 信任
