,remark
3453,感觉 10 持仓 估计 不该 一点
3454,大涨 链子 永远 tm 找不着
3455,老鼠 公司 建议 严查 好处
3456,银行 操作
3457,永远 小步 退三 大步 害人不浅
3458,腾讯 厕所 美团 腰斩 海康 招商 腰斩
3459,一辈子 别想 回本 微笑
3460,不行 没意思
3461,收藏 垃圾
3462,腊鸡 玩意 老鼠 公司
3463,315 最低点 回头 后悔
3464,天天 谢谢
3465,六年 考他
3466,孤儿 重仓 海康 威视 天天
3467,东西
3468,张昆 垃圾 值得 信任 我要 清仓 大涨
3469,张昆 值得 信任 我要 清仓 大涨 微涨
3470,大平 理财 3000 支撑 信心 黄金
3471,垃圾
3472,OTCFUND 005827 垃圾 没人管
3473,招商银行 海康 威视 腾讯 控股 高位 接盘 估计
3474,财经 晨信 11
3475,行情 多好 净值 0.63
3476,盘前 播报 反弹 有望 延续 关注 这一 板块
3477,日记 22 11
3478,大平 理财 指数 见底 跌下来 重仓 机会
3479,这跌 没谱 行情 控制 不住
3480,涨难 丧坤 碰到 八辈子
3481,大盘 三千 无关 大盘 跌到 2800 狂泻
3482,股票 比太多
3483,美股 暴跌 承压 A股 老乡 硬气 一回
3484,A股 牛冠 全球
3485,温馨 提示 以下内容 发过 养基 人士
3486,各大 主流 指数 估值 处于 历史 低位 A股 中期 修复 行情 临近
3487,反正 习惯 往下走
3488,连续 同类 平均 市场 不到 6% 这位
3489,分红 扛不住
3490,5.08 复盘 煤炭 新能源 行业 估值 分析
3491,预期 五月 反弹 持续
3492,绿色
3493,回本 呜呜
3494,不用 调仓 不用 管理 还收 管理费
3495,这头 玩意
3496,两年
3497,有人 管理
3498,小財 理财 收益 分享 消费 银行 持仓 心得
3499,废物
3500,每日 点评 10
3501,新能源 汽车销量 大幅 增加 新能源 板块 能涨
3502,巴菲特 川家康 理念 越跌 越加 等待 隐忍
3503,OTCFUND 005827
3504,OTCFUND 005827 家伙
3505,中国 证券报 市场 赚钱 效应 机构
3506,美股 跌幅 纳指 跌超 2% 热门 中概 持续 走低
3507,想想 信任
3508,OTCFUND 005827 版权
3509,奉劝 经济 不好
3510,秃头 闪闪 亏了 一年 一年 一再
3511,长期 持有 我服
3512,大盘
3513,垃圾 最多涨 0.5 个点
3514,明天 一巴掌 吃糖 大笑 困惑
3515,建议 投资者 耐心 徐徐 以逢 低位 布局
3516,垃圾
3517,半导体 光伏 新能源 医疗 投资 分享
3518,中信证券 国内 疫情 高点 已过 外部 压力 缓解
3519,业绩 高水平 释放 区域 城农 商行 表现 亮眼 22Q1
3520,死鸡
3521,最少
3522,中国 证券报 市场 赚钱 效应 机构
3523,大平 投资 分享 大盘 坚守 情绪 机会 加仓
3524,落到 地步
3525,美团 卧槽
3526,月度 情报局 2022
3527,垃圾 永远都是 垃圾 改变
3528,倒车 上车
3529,优秀 没绿
3530,垃圾
3531,OTCFUND 005827 真的 垃圾
3532,赶紧 学学
3533,废物
3534,一无是处
3535,两年 20
3536,涨得 债基能
3537,没完
3538,厉害 秃坤
3539,倒霉蛋
3540,持有
3541,局势 兵工厂 订单 饱和 多鸡 军工
3542,好好 想想
3543,这货 一季度 季报 超级 安抚 东西
3544,投资 过程 患得患失
3545,均值 回归 等待 机会
3546,红色 发言者
3547,唯独
3548,这得 水平 多高 每次
3549,给我发 信息 要脸 现有 二十几个
3550,雷哥
3551,换仓
3552,一周 垫底
3553,垃圾
3554,实在 大涨 小涨 大跌
3555,卖掉
3556,熊市
3557,两年 回本
3558,三大 板块 红成
3559,人涨 人跌 旺柴 旺柴 旺柴
3560,省吃俭用 重仓 惊讶 惊讶 惊讶
3561,一枚 滴汗
3562,鸡脚 杆上 刮油 瘟鸡
3563,人为 操作 借口 滴汗
3564,300
3565,九木禾
3566,垃圾
3567,垃圾
3568,对冲
3569,对冲 非你莫属
3570,欧美 大跌 A股 地量 已现 行情
3571,丢人 调仓 净值 越来越低
3572,三年 五年 无望
3573,美股 A股
3574,海康 威视 招商银行 完美 两个
3575,成交量 一年 地量 市场 选择
3576,跌麻
3577,垃圾
3578,垃圾 实在 无法忍受 我要 清仓
3579,九十 敛财
3580,富贵 闲人 持仓 季报 解读
3581,完蛋 暴跌
3582,财经 晨信 10
3583,兄弟 坤子 值得 信任
3584,盘前 播报 美股 下跌 A股
3585,大跌 25% 指数 VS 组合 买入 时点 3000
3586,比亚迪 再现 舆论 风波 新能源 板块
3587,指数 估值 20220510
3588,陆家嘴 财经 早餐 563000 2022 05 10
3589,加仓
3590,盘前 播报 美股 下跌 A股
3591,发现 牛不牛 毛线 关系 行情
3592,份额 转投 军工 回本 局势 军工 季报
3593,大哭
3594,掐指一算 明天 下跌 两个
3595,掐指一算 明天 下跌 两个
3596,今晚 美股 大跌 回不来 明天 小盘
3597,明天
3598,5.09 投资 分享 市场 底部 隐现 珍惜 下跌 机会
3599,哼哈二将 一年 不灵
3600,午后 市场 再度 跳水 消费 半导体 减仓
3601,每日 点评
3602,创业板 ETF 强劲 基本面 有望 高歌猛进
3603,散户 水平 害惨 投资者
3604,煤炭 消费 领跌
3605,OTCFUND 005827 想想 坤哥
3606,买大 白马
3607,三月 补仓 500 净值 2.07 被套
3608,可怕 可怕 可怕
3609,啥子 扣款 失败
3610,亏了 31% ..... 吃点 喝点 香些
3611,离职 跌成 样子 3.5 跌成
3612,睡大觉 管它 涨跌
3613,老毛病 一条
3614,收评 下跌 光伏 上涨 近期 策略
3615,欧巴 加油
3616,是因为 开盘
3617,段时间 赎回
3618,收益 005827 腰斩
3619,走低 恒指 跌超 2% 恒生 科技 指数 跌超 4% 京东
3620,时间 个头
3621,抄底 下跌 行情 股票 越跌
3622,阶段
3623,成交额 6714 少于 前期 8000 多亿 市场 冷清
3624,午评 连续 下跌 抄底
3625,大平 投资 分享 大盘 失败 加仓 机会
3626,价值 投资 亏钱 十年 金牛
3627,指数 震荡 板块 分化 看待
3628,价值 投资
3629,腾讯 招行
3630,暂停 赎回 申购
3631,何用
3632,100w 实盘 今日 热门 板块 点评 操作 账户 再创新高
3633,光伏 新能源 半导体 医疗 投资 分享
3634,招商银行 不服 就服
3635,样子 亏了
3636,震荡 市场 感受
3637,惨惨 真的 腰斩 跌跌 腰斩
3638,大鱼 现身 全球股市 严阵以待
3639,不让 怎么回事
3640,犊子 两周 回撤 10 个点 无望
3641,一年 一年 越养越 骨头
3642,规模 552
3643,荒瘩
3644,新半军 年内 跌超 30% 3000 点要 下手 新能源
3645,开启 千万 股民 热泪盈眶 反攻 终于
3646,周五 加早 加可 咋办
3647,不让 买卖 啥意思
3648,两天 天吃大瓜
3649,守住 来之不易 血汗钱
3650,帖子 秃驴 这鸡
3651,不让
3652,持仓 一年 老铁们 收益
3653,不让 购买
3654,垃圾
3655,停市
3656,OTCFUND 005827 再也 不买
3657,每日 问答 市场 持续 回落 指数 投资 价值
3658,不让 交易 干嘛 不让
3659,三千多 个股 上涨 表现
3660,大跌 亏了 14% 分享
3661,感到 庆幸 幸亏 开盘 下跌 三个
3662,垃圾
3663,垃圾
3664,能手 句式 资金外流
3665,情况 找到 卖出 选项
3666,四天 三天 MGB
3667,评选 凸坤 无可争议 第一
3668,公司 典型 老鼠 卖出 只收
3669,手里 连续 跌停 股票
3670,OTCFUND 005827 暂停 申购
3671,节奏 tm 一跌 节奏
3672,内心 一万头 奔腾
3673,消息面 一览 指数 组合 估值
3674,FUND 群英 华宝 刘自强 任职 14 投资
3675,天天 尽头
3676,操作码
3677,陆家嘴 财经 早餐 563000 2022 05 09
3678,OTCFUND 005827 千言万语 汇成
3679,指数 估值 20220509
3680,垃圾
3681,666
3682,TMD 废物
3683,垃圾 玩意儿
3684,OTCFUND 005827 垃圾
3685,放心 大跌 弄不好 低开 这磨 行情
3686,来时 好好 回不去
3687,财经 晨信
3688,确实 垃圾 不行 恶心
3689,3.70 垃圾
3690,别急 加仓 回调 1.3
3691,元有 机会 加不加 割肉 离场
3692,每周 市场 估值 参考 2022 05 08 2021 年报 2022
3693,暂停 赎回
3694,忏悔 理财 越来越少
3695,行不行 重仓股 持续 先有 招商银行
3696,小財 理财 收益 分析 消费 证券 现状 五月 行情 展望
3697,欲哭无泪
3698,地产 领跌 军工 新能源 盘中 异动 选择
3699,投顾 项目 周报 20220506
3700,今晚 明天 白天 阴天 多云 阵雨 雷阵雨 轻雾
3701,炒股 巨亏 20 千亿 龙头 无能为力
3702,买出 几天
3703,组合 周报 正表 20220506
3704,五年 已过 三年 到时候
3705,心痛 呼吸 啊啊啊 啊啊啊
3706,首日 市场 迎来 分化 军工 光伏 医疗 证券
3707,动态 清零 摊手 摊手 摊手
3708,还会 腰斩
3709,腾讯 控股 700 跌到 300
3710,养基 两年 一地 鸡毛 某人 十年 成名 近两年 名声
3711,28W 本金 亏损 6000 下周 行情
3712,明星 TOP30 连续 27 季度 收益 安信 张翼
3713,暂停 卖出 拖死 基民
3714,美联储 激进 美股 持续 回落 A股
3715,一盘 公募 一哥 家底
3716,暂停 赎回
3717,正到
3718,盈亏 日记 盈利 4000 周五
3719,历史 回撤 谢治宇 袁芳
3720,新股 发行 定价 回归 理性 新股 发现 有望 好转
3721,复盘 指数 大跌 轻仓 亏损 加仓 机会
3722,日记 22
3723,赎回
3724,重仓 成分股 伊利 收购 机会
3725,指险 3000 两市 3700 下跌 信息
3726,美股 暴跌 A股 大跌 能加
3727,名字
3728,每日 点评
3729,冯波 奇葩
3730,OTCFUND 005827 灾难
3731,徒有虚名 垃圾
3732,赎回
3733,重仓 九安 医疗 二十 连板
3734,值得 深读 回撤 40% 一位 百亿 顶流 忏悔
3735,指险守 3000 两市 3700 下跌 信息
3736,OTCFUND 005827 二三年 持仓
3737,分级 加仓 公司 打折
3738,1000 亏了 450 左手 右手 落代围
3739,投资 复盘 经历 几轮 牛熊 长期
3740,真的 五月 五号 股票 一万元
3741,科创 50 板块 配置 区间 现今 抄底
3742,OTCFUND 005827 买川 发龙
3743,问问 招商银行 海康 威视 接盘
3744,这比 海康 威视 真的 雷王
3745,招行 前景 乐观 1.8 1.7
3746,秃秃
3747,十五年 涨幅 A股 3000
3748,新能源 半导体 医疗 光伏 投资 分享
3749,这一跌 多久 停止
3750,赚钱 没卖 最低点 卖出 打脸 捂脸
3751,躺平
3752,颜色
3753,毫不含糊
3754,5.06 投资 分享 3000 保卫战 市场 跌出 黄金
3755,MD 招商 中证 十万八千里
3756,海康
3757,反正 随意 微笑
3758,回去 伤不起
3759,尖兵
3760,2021 上海 机场 2022 海康 威视
3761,收评 半导体 大跌 入场 加仓
3762,真次
3763,形象 暗淡 何方 同意 点赞
3764,午评 医药 光伏 军工 券商 板块 看法
3765,太牛
3766,个点 鼓掌
3767,OTCFUND 005827 垃圾 美团
3768,小財 理财 收益 分析 港基 证券 亏损 原因
3769,今日 3000 保卫战 今日 市场 下跌 原因 找到
3770,金牌
3771,OTCFUND 005827 海康 威视 完美
3772,控制 仓位 耐心 等待 累计 收益率 38.58% 折合 年化 12
3773,假期 消息面 汇总 A股 板块 值得 看好
3774,苦头 永远 尝到 甜头
3775,完蛋
3776,坤哥 十大 持仓 87%
3777,遥遥无期 成本 太高
3778,几天 真信 秃驴 大笑 大笑
3779,秃驴 争气 王者 归来 鼓掌 鼓掌
3780,看不到
3781,收益率
3782,啥时候 亏少
3783,吐出来
3784,雷王 当定
3785,普跌 正好 换仓 雷王 消费
3786,大平 投资 分享 指数 大跌 有加 机会
3787,最终 予以 撤销 国内 光伏 产业 利好
3788,加仓
3789,四点 思考
